pokeDexId,name,type1,type2,total,hp,attack,defense,spAtk,spDef,speed,generation,legendary,attractivity,fertility,fitness,nogoTypes,attractedTypes,nogos,imgurl,nogosTypes
437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,False,0.37,0.77,0.26,,['Ice'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#437.png,"['Normal', 'Flying', 'Psychic', 'Fighting', 'Dragon', 'Fire']"
438,Bonsly,Rock,,290,50,80,95,10,45,10,4,False,0.32,0.37,0.01,,"['Bug', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#438.png,"['Fire', 'Dark', 'Bug', 'Psychic', 'Poison']"
439,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,4,False,0.82,0.3,0.73,,"['Normal', 'Ghost', 'Ice', 'Psychic', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#439.png,"['Normal', 'Fairy', 'Steel', 'Fighting', 'Ground']"
440,Happiny,Normal,,220,100,5,5,15,65,30,4,False,0.16,0.12,0.71,,['Normal'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#440.png,"['Electric', 'Fire', 'Ground']"
441,Chatot,Normal,Flying,411,76,65,45,92,42,91,4,False,0.03,0.9,0.11,,['Ice'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#441.png,"['Psychic', 'Fairy', 'Water', 'Poison']"
442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,False,0.55,0.07,0.29,,['Normal'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#442.png,"['Dragon', 'Psychic', 'Fairy']"
443,Gible,Dragon,Ground,300,58,70,45,40,45,42,4,False,0.62,0.3,0.92,,"['Ground', 'Dark', 'Fighting', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#443.png,"['Fighting', 'Flying', 'Bug']"
444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,False,0.47,0.62,0.06,,"['Ghost', 'Poison', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#444.png,"['Ground', 'Rock', 'Dragon', 'Ice', 'Flying']"
445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,False,0.04,0.19,0.96,,"['Ground', 'Flying', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#445.png,"['Ground', 'Rock', 'Dark', 'Water', 'Electric', 'Dragon']"
446,Munchlax,Normal,,390,135,85,40,40,85,5,4,False,0.7,0.9,0.04,,"['Ice', 'Normal', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#446.png,"['Psychic', 'Ground', 'Grass']"
447,Riolu,Fighting,,285,40,70,40,35,40,60,4,False,0.53,0.13,0.34,,"['Ghost', 'Water', 'Rock', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#447.png,"['Steel', 'Ice', 'Normal']"
448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,False,0.06,0.91,0.87,,['Water'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#448.png,"['Psychic', 'Grass', 'Electric', 'Ground', 'Ghost', 'Flying']"
449,Hippopotas,Ground,,330,68,72,78,38,42,32,4,False,0.99,0.59,0.96,,"['Ice', 'Flying', 'Fire', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#449.png,"['Ground', 'Poison', 'Psychic', 'Grass', 'Steel', 'Dragon']"
450,Hippowdon,Ground,,525,108,112,118,68,72,47,4,False,0.39,0.98,0.17,,"['Water', 'Fire', 'Ghost', 'Normal', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#450.png,"['Grass', 'Poison', 'Flying']"
451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,False,0.92,0.77,0.7,,"['Psychic', 'Steel', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#451.png,"['Normal', 'Grass', 'Fairy']"
452,Drapion,Poison,Dark,500,70,90,110,60,75,95,4,False,0.99,0.93,0.67,,['Fire'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#452.png,"['Fairy', 'Dark', 'Normal', 'Fire', 'Flying']"
453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,False,0.6,0.32,0.53,,"['Fairy', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#453.png,"['Psychic', 'Normal', 'Ice', 'Grass', 'Bug']"
454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,False,0.1,0.08,0.78,,"['Water', 'Rock', 'Normal', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#454.png,"['Steel', 'Grass', 'Water']"
455,Carnivine,Grass,,454,74,100,72,90,72,46,4,False,0.21,0.27,0.95,,"['Dragon', 'Bug', 'Steel', 'Fairy', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#455.png,"['Dark', 'Grass', 'Fighting', 'Flying', 'Ice']"
456,Finneon,Water,,330,49,49,56,49,61,66,4,False,0.28,0.72,0.42,,"['Ground', 'Ghost', 'Fairy', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#456.png,"['Flying', 'Electric', 'Fire', 'Steel']"
457,Lumineon,Water,,460,69,69,76,69,86,91,4,False,0.34,0.39,0.67,,"['Fighting', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#457.png,"['Normal', 'Dark', 'Ground', 'Psychic']"
458,Mantyke,Water,Flying,345,45,20,50,60,120,50,4,False,0.91,0.59,0.73,,['Steel'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#458.png,"['Fairy', 'Water', 'Dark', 'Normal', 'Flying']"
459,Snover,Grass,Ice,334,60,62,50,62,60,40,4,False,0.02,0.44,0.33,,"['Normal', 'Fighting', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#459.png,"['Bug', 'Rock', 'Fairy', 'Electric', 'Ice']"
460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,False,0.02,0.66,0.74,,"['Ground', 'Grass', 'Fire', 'Steel', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#460.png,"['Poison', 'Water', 'Fire', 'Rock']"
461,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,False,0.44,0.37,0.79,,"['Steel', 'Normal', 'Ghost', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#461.png,"['Ghost', 'Poison', 'Ground']"
462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,False,0.06,0.04,0.49,,"['Bug', 'Steel', 'Electric', 'Fairy', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#462.png,"['Ghost', 'Ice', 'Grass', 'Dragon', 'Dark']"
463,Lickilicky,Normal,,515,110,85,95,80,95,50,4,False,0.47,0.51,0.97,,['Grass'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#463.png,"['Fairy', 'Dragon', 'Water', 'Normal']"
464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,False,0.5,0.92,0.05,,"['Dark', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#464.png,"['Flying', 'Steel', 'Fire', 'Normal', 'Ice', 'Rock']"
465,Tangrowth,Grass,,535,100,100,125,110,50,50,4,False,0.66,0.22,0.05,,"['Dragon', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#465.png,"['Fighting', 'Flying', 'Dark']"
466,Electivire,Electric,,540,75,123,67,95,85,95,4,False,0.92,0.27,0.82,,['Psychic'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#466.png,"['Water', 'Flying', 'Psychic', 'Electric', 'Bug']"
467,Magmortar,Fire,,540,75,95,67,125,95,83,4,False,0.29,0.35,0.11,,"['Dragon', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#467.png,"['Steel', 'Ice', 'Psychic']"
468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,False,0.46,0.62,0.14,,"['Ice', 'Dark', 'Grass', 'Psychic', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#468.png,"['Ghost', 'Water', 'Ice']"
469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,False,0.36,0.68,0.79,,"['Fairy', 'Ground', 'Poison', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#469.png,"['Rock', 'Psychic', 'Fighting', 'Fire', 'Flying']"
470,Leafeon,Grass,,525,65,110,130,60,65,95,4,False,0.2,0.59,0.69,,['Bug'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#470.png,"['Flying', 'Steel', 'Fire', 'Normal']"
471,Glaceon,Ice,,525,65,60,110,130,95,65,4,False,0.8,0.76,0.32,,['Flying'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#471.png,"['Bug', 'Ghost', 'Grass', 'Dark', 'Water']"
472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,False,0.41,0.58,0.78,,"['Flying', 'Bug', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#472.png,"['Fighting', 'Fire', 'Dragon', 'Rock', 'Psychic', 'Poison']"
473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,False,0.63,0.71,0.43,,"['Electric', 'Steel', 'Fairy', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#473.png,"['Ghost', 'Steel', 'Poison', 'Normal', 'Ground', 'Electric']"
474,Porygon-Z,Normal,,535,85,80,70,135,75,90,4,False,0.07,0.94,0.01,,"['Electric', 'Ground', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#474.png,"['Ground', 'Normal', 'Bug', 'Electric', 'Psychic']"
475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,False,0.34,0.64,0.88,,"['Dark', 'Rock', 'Electric', 'Steel', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#475.png,"['Normal', 'Ground', 'Ghost', 'Fire', 'Fighting']"
476,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,False,0.05,0.62,0.92,,"['Fairy', 'Steel', 'Dark', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#476.png,"['Dark', 'Fire', 'Dragon', 'Fighting']"
477,Dusknoir,Ghost,,525,45,100,135,65,135,45,4,False,0.78,0.35,0.11,,"['Psychic', 'Rock', 'Flying', 'Poison', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#477.png,"['Dark', 'Grass', 'Bug', 'Psychic', 'Steel', 'Water']"
478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,False,0.38,0.68,0.43,,"['Fairy', 'Psychic', 'Ground', 'Electric', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#478.png,"['Bug', 'Steel', 'Dark', 'Water']"
479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,False,0.89,0.85,0.62,,"['Psychic', 'Grass', 'Fairy', 'Ghost', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#479.png,"['Fighting', 'Grass', 'Fire']"
480,Uxie,Psychic,,580,75,75,130,75,130,95,4,True,0.8,0.78,0.96,,"['Flying', 'Psychic', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#480.png,"['Psychic', 'Rock', 'Fire', 'Steel', 'Water']"
481,Mesprit,Psychic,,580,80,105,105,105,105,80,4,True,0.16,0.77,0.76,,"['Dragon', 'Rock', 'Flying', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#481.png,"['Steel', 'Ice', 'Fire', 'Water', 'Normal']"
482,Azelf,Psychic,,580,75,125,70,125,70,115,4,True,0.35,0.6,0.01,,"['Flying', 'Fairy', 'Poison', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#482.png,"['Ice', 'Ghost', 'Electric', 'Fairy', 'Grass']"
483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,True,0.07,0.3,0.49,,['Rock'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#483.png,"['Psychic', 'Ice', 'Grass', 'Flying', 'Ground', 'Fighting']"
484,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,True,0.57,0.99,0.94,,"['Steel', 'Ghost', 'Poison', 'Fighting', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#484.png,"['Ghost', 'Bug', 'Dark', 'Fairy', 'Ground']"
485,Heatran,Fire,Steel,600,91,90,106,130,106,77,4,True,0.26,0.37,0.6,,"['Ghost', 'Rock', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#485.png,"['Flying', 'Steel', 'Normal', 'Fire', 'Water']"
486,Regigigas,Normal,,670,110,160,110,80,110,100,4,True,0.6,0.61,0.37,,"['Fire', 'Flying', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#486.png,"['Dark', 'Poison', 'Ground', 'Flying', 'Ice']"
487,GiratinaAltered Forme,Ghost,Dragon,680,150,100,120,100,120,90,4,True,0.41,0.81,0.61,,['Electric'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#487.png,"['Normal', 'Fairy', 'Grass', 'Dragon', 'Rock', 'Poison']"
488,Cresselia,Psychic,,600,120,70,120,75,130,85,4,False,0.2,0.13,0.36,,"['Fairy', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#488.png,"['Normal', 'Rock', 'Grass']"
489,Phione,Water,,480,80,80,80,80,80,80,4,False,0.88,0.65,0.82,,"['Dark', 'Fire', 'Water', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#489.png,"['Fighting', 'Fairy', 'Electric']"
490,Manaphy,Water,,600,100,100,100,100,100,100,4,False,0.37,0.61,0.23,,['Electric'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#490.png,"['Steel', 'Water', 'Flying', 'Fire']"
491,Darkrai,Dark,,600,70,90,90,135,90,125,4,True,0.05,0.99,0.85,,"['Ice', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#491.png,"['Poison', 'Steel', 'Dark', 'Bug', 'Flying', 'Ice']"
492,ShayminLand Forme,Grass,,600,100,100,100,100,100,100,4,True,0.41,0.16,0.16,,"['Fairy', 'Psychic', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#492.png,"['Fire', 'Bug', 'Grass', 'Dragon']"
493,Arceus,Normal,,720,120,120,120,120,120,120,4,True,0.37,0.61,0.18,,"['Ground', 'Ice', 'Ghost', 'Poison', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#493.png,"['Water', 'Fairy', 'Fire', 'Ice']"
494,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,True,0.23,0.83,0.91,,"['Water', 'Rock', 'Fighting', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#494.png,"['Fighting', 'Psychic', 'Normal', 'Poison', 'Electric']"
495,Snivy,Grass,,308,45,45,55,45,55,63,5,False,0.41,0.09,1.0,,"['Poison', 'Normal', 'Fairy', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#495.png,"['Bug', 'Dragon', 'Rock', 'Fire', 'Water']"
496,Servine,Grass,,413,60,60,75,60,75,83,5,False,0.26,0.96,0.14,,['Fire'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#496.png,"['Ice', 'Dark', 'Electric', 'Fairy', 'Fire', 'Grass']"
497,Serperior,Grass,,528,75,75,95,75,95,113,5,False,0.49,0.36,0.06,,"['Dark', 'Fighting', 'Bug', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#497.png,"['Poison', 'Water', 'Dark', 'Normal', 'Grass', 'Rock']"
498,Tepig,Fire,,308,65,63,45,45,45,45,5,False,0.51,0.72,0.18,,"['Ghost', 'Dragon']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#498.png,"['Water', 'Grass', 'Electric', 'Ice']"
499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,False,0.65,0.6,0.84,,"['Fairy', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#499.png,"['Dark', 'Bug', 'Flying']"
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,False,0.99,0.85,0.67,,"['Fighting', 'Steel', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#500.png,"['Psychic', 'Dark', 'Ice', 'Grass', 'Ghost', 'Fire']"
501,Oshawott,Water,,308,55,55,45,63,45,45,5,False,0.68,0.25,0.51,,['Grass'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#501.png,"['Ghost', 'Rock', 'Electric']"
502,Dewott,Water,,413,75,75,60,83,60,60,5,False,0.63,0.31,0.27,,"['Water', 'Grass', 'Steel', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#502.png,"['Dragon', 'Fighting', 'Normal', 'Rock']"
503,Samurott,Water,,528,95,100,85,108,70,70,5,False,0.5,0.44,0.75,,"['Rock', 'Steel', 'Grass', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#503.png,"['Electric', 'Bug', 'Steel']"
504,Patrat,Normal,,255,45,55,39,35,39,42,5,False,0.19,0.93,0.73,,['Normal'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#504.png,"['Steel', 'Rock', 'Bug', 'Fire', 'Poison', 'Fairy']"
505,Watchog,Normal,,420,60,85,69,60,69,77,5,False,0.44,0.76,0.33,,"['Fighting', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#505.png,"['Rock', 'Poison', 'Electric']"
506,Lillipup,Normal,,275,45,60,45,25,45,55,5,False,0.66,0.77,0.19,,"['Fire', 'Dragon', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#506.png,"['Poison', 'Water', 'Bug', 'Ghost', 'Psychic']"
507,Herdier,Normal,,370,65,80,65,35,65,60,5,False,0.31,0.03,0.74,,"['Flying', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#507.png,"['Water', 'Normal', 'Bug', 'Poison']"
508,Stoutland,Normal,,500,85,110,90,45,90,80,5,False,0.76,0.16,0.19,,['Fairy'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#508.png,"['Grass', 'Rock', 'Water', 'Bug']"
509,Purrloin,Dark,,281,41,50,37,50,37,66,5,False,0.05,0.57,0.14,,"['Normal', 'Ice', 'Fire', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#509.png,"['Rock', 'Water', 'Dark', 'Fairy', 'Psychic', 'Normal']"
510,Liepard,Dark,,446,64,88,50,88,50,106,5,False,0.52,0.45,0.63,,"['Water', 'Ghost', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#510.png,"['Grass', 'Dark', 'Bug']"
511,Pansage,Grass,,316,50,53,48,53,48,64,5,False,0.44,0.25,0.24,,"['Bug', 'Ice', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#511.png,"['Bug', 'Fairy', 'Dragon', 'Fighting', 'Electric', 'Fire']"
512,Simisage,Grass,,498,75,98,63,98,63,101,5,False,0.59,0.86,0.13,,"['Water', 'Grass', 'Dragon', 'Steel', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#512.png,"['Bug', 'Fire', 'Ice', 'Poison', 'Steel']"
513,Pansear,Fire,,316,50,53,48,53,48,64,5,False,0.27,0.1,0.95,,"['Poison', 'Flying', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#513.png,"['Psychic', 'Bug', 'Rock', 'Dark', 'Fire']"
514,Simisear,Fire,,498,75,98,63,98,63,101,5,False,0.98,0.39,0.35,,"['Ice', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#514.png,"['Fire', 'Psychic', 'Ice']"
515,Panpour,Water,,316,50,53,48,53,48,64,5,False,0.52,0.16,0.25,,['Water'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#515.png,"['Psychic', 'Grass', 'Ghost', 'Dark', 'Normal']"
516,Simipour,Water,,498,75,98,63,98,63,101,5,False,0.04,0.06,0.98,,"['Grass', 'Psychic', 'Water', 'Bug', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#516.png,"['Flying', 'Psychic', 'Electric']"
517,Munna,Psychic,,292,76,25,45,67,55,24,5,False,0.66,0.69,0.83,,"['Dragon', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#517.png,"['Rock', 'Electric', 'Normal', 'Ground', 'Steel']"
518,Musharna,Psychic,,487,116,55,85,107,95,29,5,False,0.15,0.93,0.26,,"['Fighting', 'Fairy', 'Bug', 'Normal', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#518.png,"['Dragon', 'Ghost', 'Steel']"
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,False,0.84,0.51,0.39,,"['Rock', 'Ground', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#519.png,"['Fire', 'Normal', 'Water', 'Ghost', 'Bug', 'Ice']"
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,False,0.95,0.33,0.05,,['Electric'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#520.png,"['Dragon', 'Psychic', 'Rock', 'Fighting']"
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,False,0.03,0.83,0.77,,['Poison'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#521.png,"['Bug', 'Psychic', 'Dragon', 'Fighting', 'Rock', 'Flying']"
522,Blitzle,Electric,,295,45,60,32,50,32,76,5,False,0.11,0.66,0.18,,"['Dragon', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#522.png,"['Dragon', 'Rock', 'Fire']"
523,Zebstrika,Electric,,497,75,100,63,80,63,116,5,False,0.53,0.83,0.25,,"['Fairy', 'Flying', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#523.png,"['Flying', 'Grass', 'Poison', 'Rock', 'Ice', 'Fighting']"
524,Roggenrola,Rock,,280,55,75,85,25,25,15,5,False,0.55,0.18,0.56,,"['Rock', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#524.png,"['Bug', 'Dragon', 'Dark', 'Psychic', 'Normal']"
525,Boldore,Rock,,390,70,105,105,50,40,20,5,False,0.79,0.1,0.97,,['Flying'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#525.png,"['Ice', 'Grass', 'Bug', 'Flying']"
526,Gigalith,Rock,,515,85,135,130,60,80,25,5,False,0.12,0.69,0.02,,"['Poison', 'Rock', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#526.png,"['Rock', 'Water', 'Bug', 'Ghost', 'Steel']"
527,Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,False,0.05,0.37,0.2,,"['Fighting', 'Bug', 'Ghost', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#527.png,"['Bug', 'Ghost', 'Dark']"
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,False,0.85,0.32,0.07,,"['Flying', 'Normal', 'Bug', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#528.png,"['Fire', 'Ice', 'Rock', 'Grass', 'Water', 'Fighting']"
529,Drilbur,Ground,,328,60,85,40,30,45,68,5,False,0.38,0.62,0.51,,"['Grass', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#529.png,"['Flying', 'Fairy', 'Ground', 'Psychic', 'Fire']"
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,False,0.08,0.73,0.62,,"['Flying', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#530.png,"['Water', 'Psychic', 'Bug', 'Poison']"
531,Audino,Normal,,445,103,60,86,60,86,50,5,False,0.99,0.91,0.58,,"['Steel', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#531.png,"['Fire', 'Electric', 'Ground']"
532,Timburr,Fighting,,305,75,80,55,25,35,35,5,False,0.58,0.91,0.76,,"['Fire', 'Psychic', 'Dark', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#532.png,"['Fighting', 'Water', 'Steel', 'Ghost', 'Flying']"
533,Gurdurr,Fighting,,405,85,105,85,40,50,40,5,False,0.48,0.25,0.81,,"['Fairy', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#533.png,"['Rock', 'Dark', 'Fire', 'Normal']"
534,Conkeldurr,Fighting,,505,105,140,95,55,65,45,5,False,0.03,0.69,0.28,,"['Water', 'Grass', 'Poison', 'Electric', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#534.png,"['Poison', 'Water', 'Normal']"
535,Tympole,Water,,294,50,50,40,50,40,64,5,False,0.66,0.92,0.09,,"['Bug', 'Fighting', 'Dragon', 'Water', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#535.png,"['Bug', 'Psychic', 'Ice', 'Dark', 'Flying']"
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,False,0.24,0.08,0.6,,"['Rock', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#536.png,"['Water', 'Poison', 'Dark', 'Grass', 'Fairy']"
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,False,0.0,0.43,0.94,,"['Flying', 'Electric', 'Grass', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#537.png,"['Normal', 'Fighting', 'Electric', 'Poison']"
538,Throh,Fighting,,465,120,100,85,30,85,45,5,False,0.24,0.87,0.25,,"['Rock', 'Bug', 'Flying', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#538.png,"['Water', 'Grass', 'Fire', 'Fairy', 'Dark']"
539,Sawk,Fighting,,465,75,125,75,30,75,85,5,False,0.89,0.08,0.34,,['Water'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#539.png,"['Fairy', 'Ground', 'Dragon', 'Flying', 'Water']"
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,False,0.42,0.18,0.03,,"['Dark', 'Ghost', 'Fighting', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#540.png,"['Rock', 'Steel', 'Electric', 'Dragon']"
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,False,0.48,0.14,0.56,,"['Psychic', 'Ice', 'Flying', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#541.png,"['Grass', 'Fighting', 'Dragon', 'Rock', 'Steel', 'Fairy']"
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,False,0.92,0.26,0.12,,['Grass'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#542.png,"['Ice', 'Dragon', 'Dark']"
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,False,0.65,0.87,0.33,,"['Dragon', 'Ground', 'Poison', 'Normal', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#543.png,"['Bug', 'Dragon', 'Grass', 'Rock', 'Dark']"
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,False,0.58,0.39,0.76,,"['Normal', 'Poison', 'Grass', 'Psychic', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#544.png,"['Electric', 'Flying', 'Poison']"
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,False,0.94,0.73,0.79,,"['Fairy', 'Dark', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#545.png,"['Psychic', 'Poison', 'Flying', 'Grass']"
